Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository,Tags
1971.180.108,FALSE,FALSE,314,The American Wing,Vase,Baluster Vase,Chinese,,,,,,,,,,,,,,1800–1900,1800,1900,Porcelain,H. 9 1/8 in. (23.2 cm),"Bequest of Flora E. Whiting, 1971",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/314,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",Flowers
1971.180.36,FALSE,TRUE,315,The American Wing,Banjo clock,Banjo clock,American,,,,,Maker,,Curtis and Dunning,1816–ca. 1833,,Curtis and Dunning ,,1816,1833,1813–16,1813,1816,"Mahogany, gilded gesso, verre églomisé tablets",40 1/2 x 10 in. (102.9 x 25.4 cm),"Bequest of Flora E. Whiting, 1971",Made in,Concord,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/315,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",Houses|Landscapes
30.120.15,FALSE,TRUE,316,The American Wing,Banjo clock,Banjo Clock,American,,,,,Maker,,Aaron Willard Jr.,1783–1864,,"Willard, Jr. Aaron",,1783,1864,ca. 1825,1822,1825,"Mahogany, gilt gesso, eglomise tablets, white pine, tulip poplar",34 1/2 x 10 in. (87.6 x 25.4 cm),"The Sylmaris Collection, Gift of George Coe Graves, 1930",Made in,Boston,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/316,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",Eagles|Horses|Chariots
37.37.3,FALSE,TRUE,317,The American Wing,Banjo clock,Banjo Clock,American,,,,,Maker,Possibly,Aaron Willard Jr.,1783–1864,,"Willard, Jr. Aaron",,1783,1864,1815–25,1815,1825,"Mahogany, gilt gesso, eglomise tablets, white pine, tulip poplar",H. 43 in. (109.2 cm),"Bequest of William B. Whitney, 1937",Made in,,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/317,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",Eagles
30.120.308,FALSE,TRUE,318,The American Wing,Bank,Bank,American,,,,,Maker,Possibly,Boston & Sandwich Glass Company,"American, 1825–1888, Sandwich, Massachusetts",,Boston and Sandwich Glass Company ,,1825,1888,1833–50,1833,1850,Blown glass with applied decoration,H. 10 1/4 in. (26 cm),"The Sylmaris Collection, Gift of George Coe Graves, 1930",Made in,Sandwich,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/318,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Birds
11.87.85,FALSE,FALSE,319,The American Wing,Baptismal basin,Baptismal Basin,Mexican,,,,,,,,,,,,,,1875–1900,1875,1900,Tin-glazed earthenware,Diam. 16 3/4 in. (42.5 cm),"Gift of Mrs. Robert W. de Forest, 1911",Made in,,,,Mexico,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/319,2019-10-10T14:54:23.72Z,"Metropolitan Museum of Art, New York, NY",Baptism of Christ|Angels|Christ
48.91,FALSE,TRUE,322,The American Wing,Baptismal bowl,Baptismal Bowl,American,,,,,Maker,,Samuel Danforth,1774–1816,,"Danforth, Samuel",,1774,1816,1795–1816,1795,1816,Pewter,H. 2 1/4 in. (5.7 cm); Diam. 7 5/8 in. (19.4 cm),"Gift of Mrs. J. Insley Blair, in memory of her husband, 1941",Made in,Hartford,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/322,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
17.203.28,FALSE,TRUE,323,The American Wing,Baptismal certificate,Baptismal Certificate,American,,,,,,,,,,,,,,1807,1807,1807,Paper,9 3/4 x 11 3/8 in. (24.8 x 28.9 cm),"Rogers Fund, 1917",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/323,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",Documents
Inst.68.8.82,FALSE,TRUE,324,The American Wing,Furniture hardware,Furniture Hardware,,,,,,Retailer,,Henry Kellam Hancock,1816–1851,,"Hancock, Henry Kellam",,1816,1851,1820–30,1820,1830,Gilt brass,2 3/8 x 7/8 in. (6 x 2.2 cm),"Gift of Mrs. Edward Hunting Smith, 1968",Possibly made in|Possibly made in,,,,England|France,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/324,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
Inst.68.8.83,FALSE,TRUE,325,The American Wing,Furniture hardware,Furniture Hardware,,,,,,Retailer,,Henry Kellam Hancock,1816–1851,,"Hancock, Henry Kellam",,1816,1851,1820–30,1820,1830,Gilt brass,2 1/2 x 3/4 in. (6.4 x 1.9 cm),"Gift of Mrs. Edward Hunting Smith, 1968",Possibly made in|Possibly made in,,,,England|France,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/325,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
40.150.13,FALSE,TRUE,326,The American Wing,Bottle,Bar Bottle,American,,,,,,,,,,,,,,1840–60,1840,1860,Free-blown molded aquamarine glass,H. 10 7/8 in. (27.6 cm),"Bequest of Constance R. Brown, 1939",Probably made in,Pittsburgh,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/326,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
13.7.10,FALSE,FALSE,327,The American Wing,Mug,Barrel Mug,American,,,,,,,,,,,,,,1700–1900,1700,1900,Earthenware,5 3/4 x 6 x 4 5/8 in. (14.6 x 15.2 x 11.7 cm),"Rogers Fund, 1913",Made in,,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/327,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
13.7.11,FALSE,FALSE,328,The American Wing,Mug,Barrel Mug,American,,,,,,,,,,,,,,1700–1900,1700,1900,Probably earthenware,4 1/8 x 4 5/8 x 3 5/8 in. (10.5 x 11.7 x 9.2 cm),"Rogers Fund, 1913",Made in,,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/328,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
10.125.599z (22),FALSE,TRUE,329,The American Wing,Keg,Keg,,,,,,,,,,,,,,,1700–1800,1700,1800,"Wood; Cedar, iron",20 1/2 x 10 1/2 in. (52.1 x 26.7 cm),"Gift of Mrs. Russell Sage, 1909",,,,,,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/329,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
11.87.23,FALSE,FALSE,331,The American Wing,Basin,Basin,Mexican,,,,,,,,,,,,,,ca. 1800,1797,1800,Tin-glazed earthenware,Diam. 11 1/4 in. (28.6 cm),"Gift of Mrs. Robert W. de Forest, 1911",Made in,,,,Mexico,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/331,,"Metropolitan Museum of Art, New York, NY",
34.100.224,FALSE,FALSE,332,The American Wing,Basin,Basin,American,,,,,,,,,,,,,,1860–1900,1860,1900,Earthenware with slip decoration,H. 6 in. (15.2 cm); Diam. 14 in. (35.6 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,Strasburg,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/332,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Basins
38.87.2,FALSE,TRUE,333,The American Wing,Basin,Basin,Chinese,,,,,,,,,,,,,,1825–45,1825,1845,Porcelain,H. 4 1/4 in. (10.8); Diam. 14 1/2 in. (36.8 cm),"Gift of Mrs. Henry M. Ferriday, 1938",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/333,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Women|Basins
43.162.44,FALSE,TRUE,334,The American Wing,Basin,Basin,American,,,,,,,,,,,,,,1760–80,1760,1780,Pewter,H. 2 in. (5.1 cm); Diam. 8 in. (20.3 cm),"Gift of Joseph France, 1943",Made in,Boston,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/334,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Basins
62.89.13,FALSE,TRUE,335,The American Wing,Basin,Basin,American,,,,,Maker,,William Bradford Jr.,1688–1758,,"Bradford, Jr. William",,1688,1758,1719–58,1719,1758,Pewter,H. 1 5/8 in. (4.1 cm); Diam. 5 1/2 in. (14 cm),"Gift of Mrs. Stephen S. FitzGerald, 1962",Made in,New York,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/335,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Basins
41.34.40,FALSE,TRUE,336,The American Wing,Basin,Basin,American,,,,,Maker,,Josiah Danforth,1803–1872,,"Danforth, Josiah",,1803,1872,1821–ca. 1843,1821,1846,Pewter,H. 2 in. (5.1 cm); Diam. 7 7/8 in. (20 cm),"Gift of Mrs. J. Insley Blair, in memory of her husband, 1941",Made in,Middletown,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/336,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Basins
43.162.24,FALSE,TRUE,337,The American Wing,Basin,Basin,American,,,,,Maker,,Thomas S. Derby,ca. 1786–1852,,"Derby, Thomas S.",,1786,1852,ca. 1822–50,1819,1850,Pewter,H. 1 5/8 in. (4.1 cm); Diam. 6 1/2 in. (16.5 cm),"Gift of Joseph France, 1943",Made in,Middletown,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/337,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Basins
1983.206.8,FALSE,FALSE,338,The American Wing,Wash basin,Wash basin,American,,,,,Maker,,J. Eberly and Company,,,Eberly and Company J.,,,9999,1892–1903,1892,1903,Earthenware with slip decoration,Diam. 13 1/2 in. (34.3 cm),"Gift of Mr. and Mrs. Stanley Herzman, 1983",Made in,Strasburg,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/338,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
39.185.11,FALSE,TRUE,339,The American Wing,Basin,Basin,American,,,,,Maker,,Samuel Green,1757–ca. 1834,,"Green, Samuel",,1757,1834,1794–ca. 1834,1794,1837,Pewter,1 3/4 x 8 x 8 in. (4.4 x 20.3 x 20.3 cm),"Gift of Mrs. J. Insley Blair, 1939",Made in,Boston,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/339,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Basins
39.185.9,FALSE,FALSE,340,The American Wing,Basin,Basin,American,,,,,Maker,,Sylvester Griswold,,,"Griswold, Sylvester",,,9999,ca. 1820,1817,1820,Pewter,1 5/8 x 6 5/8 x 6 5/8 in. (4.1 x 16.8 x 16.8 cm),"Gift of Mrs. J. Insley Blair, 1939",Made in,Baltimore,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/340,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
39.185.10,FALSE,TRUE,341,The American Wing,Basin,Basin,American,,,,,Maker|Maker,Attributed to|Attributed to,Samuel Hamlin|Samuel Ely Hamlin,1746–1801|1774–1864,,"Hamlin, Samuel|Hamlin, Samuel Ely",,1746      |1774      ,1801      |1864      ,1770–1870,1770,1870,Pewter,2 x 5 3/4 x 5 3/4 in. (5.1 x 14.6 x 14.6 cm),"Gift of Mrs. J. Insley Blair, 1939",Made in,Providence,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/341,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Basins
41.34.39,FALSE,TRUE,342,The American Wing,Basin,Basin,American,,,,,Maker,Possibly,Gershom Jones,1751–1809,,"Jones, Gershom",,1751,1809,1800–1809,1800,1809,Pewter,H. 2 in. (5.1 cm); Diam. 7 3/4 in. (19.7 cm),"Gift of Mrs. J. Insley Blair, in memory of her husband, 1941",Made in,Providence,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/342,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Basins
43.162.43,FALSE,TRUE,343,The American Wing,Basin,Basin,American,,,,,Maker,Possibly,Gershom Jones,1751–1809,,"Jones, Gershom",,1751,1809,1770–1800,1770,1800,Pewter,H. 2 in. (5.1 cm); Diam. 6 1/4 in. (15.9 cm),"Gift of Joseph France, 1943",Made in,Providence,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/343,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Basins
41.34.41,FALSE,TRUE,344,The American Wing,Basin,Basin,American,,,,,Maker,,George Lightner,1749–1815,,"Lightner, George",,1749,1815,ca. 1806–15,1803,1815,Pewter,H. 2 5/8 in. (6.7 cm); Diam. 11 5/8 in. (29.5 cm),"Gift of Mrs. J. Insley Blair, in memory of her husband, 1941",Made in,Baltimore,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/344,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Basins
18.95.5,FALSE,TRUE,345,The American Wing,Basin,Basin,American,,,,,Maker,,"Lyman, Fenton & Co.",1849–52,,"Lyman, Fenton and Company ",,1849,1849,1849–58,1849,1858,Mottled brown earthenware,H. 4 3/4 in. (12.1 cm); Diam. 15 in. (38.1 cm),"Rogers Fund, 1918",Made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/345,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Basins
1973.343.1,FALSE,TRUE,346,The American Wing,Basin,Basin,American,,,,,Maker,,"Lyman, Fenton & Co.",1849–52,,"Lyman, Fenton and Company ",,1849,1849,ca. 1849–58,1846,1858,Mottled brown earthenware,H. 4 3/8 in. (11.1 cm); Diam. 13 in. (33 cm),"Gift of Jerome Gratenstein, 1973",Made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/346,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Basins
43.162.37,FALSE,TRUE,347,The American Wing,Basin,Basin,American,,,,,Maker,,John Skinner,1733–1813,,"Skinner, John",,1733,1813,1756–85,1756,1785,Pewter,H. 2 in. (5.1 cm); Diam. 8 in. (20.3 cm),"Gift of Joseph France, 1943",Made in,Boston,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/347,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Basins
18.82.1,FALSE,TRUE,348,The American Wing,Basin,Basin,American,,,,,Maker,,United States Pottery Company,1852–58,,United States Pottery Company ,,1852,1852,ca. 1849–58,1846,1858,Mottled brown earthenware,H. 4 1/4 in. (10.8 cm); Diam. 13 1/2 in. (34.3 cm),"Gift of Mrs. Robert W. de Forest, 1918",Made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/348,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Basins
14.102.132,FALSE,TRUE,349,The American Wing,Basin,Basin,British (American market),,,,,,,,,,,,,,ca. 1816–ca. 1830,1813,1833,"Earthenware, transfer-printed",Diam. 13 3/4 in. (34.9 cm),"Bequest of Mary Mandeville Johnston, from the collection of Mr. and Mrs. Edward W. S. Johnston, 1914",Made in,,Staffordshire,Staffordshire,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/349,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",Flowers|Ships
1982.91.1,FALSE,TRUE,350,The American Wing,Basin,Basin,British (American market),,,,,,,,,,,,,,1857–90,1857,1890,Earthenware,H. 13 in. (33 cm),"Friends of the American Wing Fund, 1982",Made in,,Staffordshire,Staffordshire,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/350,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Basins
40.184.2,FALSE,TRUE,351,The American Wing,Basin,Basin,American,,,,,Maker|Maker,Attributed to|Attributed to,Joseph Leddel Sr.|Joseph Leddel Jr.,ca. 1690–1754|1718–1754,,"Leddel, Sr. Joseph|Leddel, Jr. Joseph",,1690      |1718      ,1754      |1754      ,1712–54,1712,1754,Pewter,2 3/4 x 12 7/8 x 12 7/8 in. (7 x 32.7 x 32.7 cm),"Gift of Mrs. J. Insley Blair, in memory of her husband, 1940",Made in,New York,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/351,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Basins
17.64.3,FALSE,TRUE,352,The American Wing,Basin Stand,Basin Stand,American,,,,,,,,,,,,,,1815–20,1815,1820,Mahogany,33 3/4 x 18 x 18 in. (85.7 x 45.7 x 45.7 cm),"Gift of William R. Stewart, 1917",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/352,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
17.64.4,FALSE,TRUE,353,The American Wing,Basin Stand,Basin Stand,American,,,,,,,,,,,,,,1815–20,1815,1820,Mahogany,33 3/4 x 18 x 18 in. (85.7 x 45.7 x 45.7 cm),"Gift of William R. Stewart, 1917",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/353,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
10.125.342,FALSE,TRUE,354,The American Wing,Basin stand,Basin stand,American,,,,,Maker,Attributed to,William Hook,1777–1867,,"Hook, William",,1777,1867,1810–15,1810,1815,"Mahogany, mahogany veneer with white pine",41 1/2 x 22 x 16 in. (105.4 x 55.9 x 40.6 cm),"Gift of Mrs. Russell Sage, 1909",Made in,Salem,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/354,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
11.60.155,FALSE,FALSE,355,The American Wing,Basin Stand,Basin Stand,American,,,,,Maker,Attributed to the Workshop of,Duncan Phyfe,1770–1854,,"Phyfe, Duncan",Scottish,1770,1854,1810–20,1810,1820,"Mahogany, white pine, tulip poplar",26 x 19 x 19 in. (66 x 48.3 x 48.3 cm),"Bequest of Maria P. James, 1910",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/355,,"Metropolitan Museum of Art, New York, NY",
46.140.668,FALSE,TRUE,356,The American Wing,Basket,Basket,,,,,,,,,,,,,,,1880–90,1880,1890,Pressed purple marble glass,2 3/8 x 4 5/8 in. (6 x 11.7 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/356,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
51.171.93,FALSE,FALSE,358,The American Wing,Basket,Basket,,,,,,,,,,,,,,,1830–1900,1830,1900,Lacy pressed blue glass,4 7/16 x 5 1/4 x 7 5/16 in. (11.3 x 13.3 x 18.6 cm),"Gift of Mrs. Charles W. Green, in memory of Dr. Charles W. Green, 1951",,,,,,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/358,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
66.165.1,FALSE,FALSE,359,The American Wing,Basket,Basket,"American, Shaker",,,,,,,,,,,,,,1800–1900,1800,1900,"Wood, wicker",5 7/8 x 9 3/4 x 9 3/4 in. (14.9 x 24.8 x 24.8 cm),"Rogers Fund, 1966",Made in,New Lebanon,,,United States,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/359,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
66.165.2,FALSE,FALSE,360,The American Wing,Basket,Basket,"American, Shaker",,,,,,,,,,,,,,1800–1900,1800,1900,"Wood, wicker",12 1/4 x 19 1/2 x 14 1/4 in. (31.1 x 49.5 x 36.2 cm),"Rogers Fund, 1966",Made in,New Lebanon,,,United States,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/360,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
1984.444.1,FALSE,FALSE,361,The American Wing,Basket,Basket,"American, Shaker",,,,,,,,,,,,,,1800–1900,1800,1900,Wood; Ash,17 x 14 in. (43.2 x 35.6 cm),"Gift of Mrs. G. James Fawcett, in memory of John S. Rudd, 1984",Made in,New Lebanon,,,United States,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/361,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
1985.40.15,FALSE,FALSE,362,The American Wing,Basket,Basket,"American, Shaker",,,,,,,,,,,,,,1800–1900,1800,1900,Wood; Oak,18 1/2 x 13 1/2 in. (47 x 34.3 cm),"Gift of Mrs. G. James Fawcett, in memory of John S. Rudd, 1985",Made in,New Lebanon,,,United States,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/362,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
46.140.363,FALSE,TRUE,363,The American Wing,Basket,Basket,American,,,,,Maker,Possibly,Boston & Sandwich Glass Company,"American, 1825–1888, Sandwich, Massachusetts",,Boston and Sandwich Glass Company ,,1825,1888,1880–88,1880,1888,Blown amber and colorless glass with applied threaded decor,H. 10 1/2 in. (26.7 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,Sandwich,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/363,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
54.167,TRUE,TRUE,364,The American Wing,Basket,Basket,American,,,,,Maker,,Myer Myers,1723–1795,,"Myers, Myer",American,1723,1795,1770–76,1770,1776,Silver,11 3/16 x 14 7/16 x 11 3/8 in. (28.4 x 36.7 x 28.9 cm); 41 oz. 5 dwt. (1282.7 g),"Morris K. Jesup Fund, 1954",Made in,New York,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/364,2019-09-26T04:49:17.82Z,"Metropolitan Museum of Art, New York, NY",
46.140.666,FALSE,TRUE,365,The American Wing,Basket,Basket,,,,,,,,,,,,,,,1880–90,1880,1890,Pressed purple marble glass,4 1/2 x 6 1/4 in. (11.4 x 15.9 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/365,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
46.140.667,FALSE,TRUE,366,The American Wing,Basket,Basket,,,,,,,,,,,,,,,1880–90,1880,1890,Pressed purple marble glass,4 1/2 x 6 1/4 in. (11.4 x 15.9 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/366,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
